date,province_thai,province_eng,region_thai,region_eng,variable,value
2021-12-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,214.0
2021-12-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,626.0
2021-12-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,1229.0
2021-12-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,127.0
2021-12-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,0.0
2021-12-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,148.0
2021-12-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,1707.0
2021-12-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,11178.0
2021-12-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,277.0
2021-12-01,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,2632.0
2021-12-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,115.0
2021-12-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,164.0
2021-12-01,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,2608.0
2021-12-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,351.0
2021-12-01,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,93995.0
2021-12-01,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,0.0
2021-12-01,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,122.0
2021-12-01,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,108.0
2021-12-01,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,92.0
2021-12-01,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,0.0
2021-12-01,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,0.0
2021-12-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,83.0
2021-12-01,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,0.0
2021-12-01,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,1685.0
2021-12-01,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,279.0
2021-12-01,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,34396.0
2021-12-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,8193.0
2021-12-01,สตูล,Satun ,ภาคใต้,south,no_tourist_foreign,382.0
2021-12-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_foreign,286.0
2021-12-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_foreign,2239.0
2021-12-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_foreign,6546.0
2021-12-01,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_foreign,92.0
2021-12-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_foreign,380.0
2021-12-01,ตาก,Tak ,ภาคเหนือ,north,no_tourist_foreign,38.0
2021-12-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_foreign,616.0
2021-12-01,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_foreign,1066.0
2021-12-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_foreign,626.0
2021-12-01,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_foreign,349.0
2021-12-01,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_foreign,788.0
2021-12-01,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_foreign,1081.0
2021-12-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_foreign,2412.0
2021-12-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_foreign,159.0
2021-12-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_foreign,0.0
2021-12-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_foreign,1641.0
2021-12-01,น่าน,Nan ,ภาคเหนือ,north,no_tourist_foreign,1455.0
2021-12-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,320.0
2021-12-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1891.0
2021-12-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,254.0
2021-12-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,25.0
2021-12-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,4495.0
2021-12-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,850.0
2021-12-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,40.0
2021-12-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,42.0
2021-12-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,33.0
2021-12-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,773.0
2021-12-01,ศรีสะเกษ,Sisaket ,ภาคใต้,south,no_tourist_foreign,12.0
2021-12-01,สุรินทร์,Surin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,77.0
2021-12-01,หนองคาย,Nong Khai ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,872.0
2021-12-01,บึงกาฬ,Bueng Kan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,563.0
2021-12-01,อุดรธานี,Udon Thani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,672.0
2021-12-01,อุบลราชธานี,Ubon Ratchathani ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,40.0
2021-12-01,สกลนคร,Sakon Nakhon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,31.0
2021-12-01,ยโสธร,Yasothon ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2021-12-01,อำนาจเจริญ,Amnat Charoen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,0.0
2021-12-01,หนองบัวลำภู,Nong Bua Lamphu ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,61.0
2022-12-01,กรุงเทพมหานคร,Bangkok,ภาคกลาง,central,no_tourist_foreign,1924196.0
2022-12-01,ลพบุรี,Lopburi ,ภาคกลาง,central,no_tourist_foreign,1167.0
2022-12-01,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya ,ภาคกลาง,central,no_tourist_foreign,96852.0
2022-12-01,สระบุรี,Saraburi ,ภาคกลาง,central,no_tourist_foreign,2676.0
2022-12-01,ชัยนาท,Chainat ,ภาคกลาง,central,no_tourist_foreign,287.0
2022-12-01,นครปฐม,Nakhon Pathom ,ภาคกลาง,central,no_tourist_foreign,2873.0
2022-12-01,สิงห์บุรี,Sing Buri ,ภาคกลาง,central,no_tourist_foreign,819.0
2022-12-01,อ่างทอง,Ang Thong ,ภาคกลาง,central,no_tourist_foreign,328.0
2022-12-01,นนทบุรี,Nonthaburi ,ภาคกลาง,central,no_tourist_foreign,12520.0
2022-12-01,ปทุมธานี,Pathum Thani ,ภาคกลาง,central,no_tourist_foreign,10308.0
2022-12-01,สมุทรปราการ,Samut Prakan ,ภาคกลาง,central,no_tourist_foreign,59307.0
2022-12-01,สมุทรสาคร,Samut Sakhon ,ภาคกลาง,central,no_tourist_foreign,446.0
2022-12-01,ฉะเชิงเทรา,Chachoengsao ,ภาคตะวันออก,east,no_tourist_foreign,1045.0
2022-12-01,ราชบุรี,Ratchaburi ,ภาคกลาง,central,no_tourist_foreign,6739.0
2022-12-01,กาญจนบุรี,Kanchanaburi ,ภาคกลาง,central,no_tourist_foreign,12889.0
2022-12-01,สมุทรสงคราม,Samut Songkhram ,ภาคกลาง,central,no_tourist_foreign,4423.0
2022-12-01,สุพรรณบุรี,Suphan Buri ,ภาคกลาง,central,no_tourist_foreign,3400.0
2022-12-01,เพชรบุรี,Phetchaburi ,ภาคกลาง,central,no_tourist_foreign,8694.0
2022-12-01,ประจวบคีรีขันธ์,Prachuap Khiri Khan ,ภาคกลาง,central,no_tourist_foreign,35954.0
2022-12-01,ชลบุรี,Chonburi ,ภาคตะวันออก,east,no_tourist_foreign,504518.0
2022-12-01,จันทบุรี,Chanthaburi ,ภาคตะวันออก,east,no_tourist_foreign,1337.0
2022-12-01,ตราด,Trat ,ภาคตะวันออก,east,no_tourist_foreign,11171.0
2022-12-01,นครนายก,Nakhon Nayok ,ภาคตะวันออก,east,no_tourist_foreign,318.0
2022-12-01,ปราจีนบุรี,Prachinburi ,ภาคตะวันออก,east,no_tourist_foreign,516.0
2022-12-01,ระยอง,Rayong ,ภาคตะวันออก,east,no_tourist_foreign,29476.0
2022-12-01,สระแก้ว,Sa Kaeo ,ภาคตะวันออก,east,no_tourist_foreign,1443.0
2022-12-01,ภูเก็ต,Phuket ,ภาคใต้,south,no_tourist_foreign,511243.0
2022-12-01,พัทลุง,Phatthalung ,ภาคใต้,south,no_tourist_foreign,805.0
2022-12-01,ตรัง,Trang ,ภาคใต้,south,no_tourist_foreign,2163.0
2022-12-01,ระนอง,Ranong ,ภาคใต้,south,no_tourist_foreign,1016.0
2022-12-01,ชุมพร,Chumphon ,ภาคใต้,south,no_tourist_foreign,629.0
2022-12-01,ปัตตานี,Pattani ,ภาคใต้,south,no_tourist_foreign,2570.0
2022-12-01,ยะลา,Yala ,ภาคใต้,south,no_tourist_foreign,39059.0
2022-12-01,นครศรีธรรมราช,Nakhon Si Thammarat ,ภาคใต้,south,no_tourist_foreign,1250.0
2022-12-01,นราธิวาส,Narathiwat ,ภาคใต้,south,no_tourist_foreign,18799.0
2022-12-01,กระบี่,Krabi ,ภาคใต้,south,no_tourist_foreign,55740.0
2022-12-01,สงขลา,Songkhla ,ภาคใต้,south,no_tourist_foreign,176113.0
2022-12-01,พังงา,Phang Nga ,ภาคใต้,south,no_tourist_foreign,56515.0
2022-12-01,สุราษฎร์ธานี,Surat Thani ,ภาคใต้,south,no_tourist_foreign,129525.0
2022-12-01,สตูล,Satun ,ภาคใต้,south,no_tourist_foreign,8078.0
2022-12-01,กำแพงเพชร,Kamphaeng Phet ,ภาคเหนือ,north,no_tourist_foreign,3073.0
2022-12-01,เชียงราย,Chiang Rai ,ภาคเหนือ,north,no_tourist_foreign,68195.0
2022-12-01,เชียงใหม่,Chiang Mai ,ภาคเหนือ,north,no_tourist_foreign,346585.0
2022-12-01,พิจิตร,Phichit ,ภาคเหนือ,north,no_tourist_foreign,118.0
2022-12-01,นครสวรรค์,Nakhon Sawan ,ภาคเหนือ,north,no_tourist_foreign,642.0
2022-12-01,ตาก,Tak ,ภาคเหนือ,north,no_tourist_foreign,3391.0
2022-12-01,พิษณุโลก,Phitsanulok ,ภาคเหนือ,north,no_tourist_foreign,8158.0
2022-12-01,พะเยา,Phayao ,ภาคเหนือ,north,no_tourist_foreign,4364.0
2022-12-01,เพชรบูรณ์,Phetchabun ,ภาคเหนือ,north,no_tourist_foreign,6574.0
2022-12-01,แพร่,Phrae ,ภาคเหนือ,north,no_tourist_foreign,989.0
2022-12-01,ลำปาง,Lampang ,ภาคเหนือ,north,no_tourist_foreign,5554.0
2022-12-01,ลำพูน,Lamphun ,ภาคเหนือ,north,no_tourist_foreign,6311.0
2022-12-01,แม่ฮ่องสอน,Mae Hong Son ,ภาคเหนือ,north,no_tourist_foreign,16211.0
2022-12-01,อุตรดิตถ์,Uttaradit ,ภาคเหนือ,north,no_tourist_foreign,634.0
2022-12-01,อุทัยธานี,Uthai Thani ,ภาคเหนือ,north,no_tourist_foreign,29.0
2022-12-01,สุโขทัย,Sukhothai ,ภาคเหนือ,north,no_tourist_foreign,13764.0
2022-12-01,น่าน,Nan ,ภาคเหนือ,north,no_tourist_foreign,1551.0
2022-12-01,กาฬสินธุ์,Kalasin ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,1061.0
2022-12-01,ขอนแก่น,Khon Kaen ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,8080.0
2022-12-01,ชัยภูมิ,Chaiyaphum ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,455.0
2022-12-01,นครพนม,Nakhon Phanom ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,8682.0
2022-12-01,นครราชสีมา,Nakhon Ratchasima ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,11771.0
2022-12-01,บุรีรัมย์,Buriram ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2918.0
2022-12-01,มหาสารคาม,Maha Sarakham ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,930.0
2022-12-01,มุกดาหาร,Mukdahan ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,9019.0
2022-12-01,ร้อยเอ็ด,Roi Et ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,789.0
2022-12-01,เลย,Loei ,ภาคตะวันออกเฉียงเหนือ,east_northeast,no_tourist_foreign,2182.0
