name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,calculated_host_listings_count,availability_365
UTD LOFT Apartment 55sqm,Yair,Suanluang,13.70732,100.617,Private room,2000,1,5,364
"Mein Haus @Bangpo ""Like your friend's house""",Mum,Bang Sue,13.80284,100.52288,Entire home/apt,1554,1,3,319
Brand new apartment near Aree station,Alisra,Phaya Thai,13.779,100.54426,Private room,2850,3,1,90
Private Room (ON THE BED Hostel),Onthebed,Vadhana,13.7433,100.55183,Private room,800,1,5,364
It's a wooden room,Alyas,Bangkok Yai,13.73659,100.46795,Shared room,1629,60,1,90
Bed in 4-Bed Mixed Dormitory (ON THE BED Hostel),Onthebed,Vadhana,13.7432,100.55192,Private room,1680,1,5,365
Bed in 4-Bed Deluxe Dormitory (ON THE BED Hostel),Onthebed,Vadhana,13.74531,100.55051,Private room,2340,1,5,364
Brand New charming luxury room in Ekamai,Thanyapat,Khlong Toei,13.73015,100.56969,Private room,2100,30,1,140
New & modern one-bedroom suite near BTS Phyathai,Tip,Ratchathewi,13.75937,100.52863,Private room,1200,3,4,116
Bed in 4-Bed Female Dormitory (ON THE BED Hostel),Onthebed,Vadhana,13.74489,100.55194,Private room,1680,1,5,365
Cozy+modern place with great location 5 min to MRT,Worawan,Chatu Chak,13.80871,100.57603,Entire home/apt,1300,7,1,21
NeverEndingJourney's home :) DMK Donmuang,Saranya,Don Mueang,13.93299,100.59065,Entire home/apt,1439,365,5,365
70% OFF in the center near BTS - homey Duplex,Cartoon,Ratchathewi,13.75269,100.52892,Entire home/apt,1000,30,1,284
Children’s Way  “Air3nity” Family’s Friendly,Inthanom,Bang Rak,13.72496,100.53164,Entire home/apt,3864,1,6,93
Sukhumvit 54sqm  Near Nana and Asok Station soï 13,Serge,Vadhana,13.74196,100.55802,Entire home/apt,1057,29,1,299
"*Bangkok 1 bedroom in great location,Rooftop pool",Thunder M.,Vadhana,13.73161,100.58591,Entire home/apt,1576,1,7,241
IDEO Sathorn condo BKK near 300m Pho Nimit 空鐵,偉智 (Jeremy),Bangkok Yai,13.72883,100.47787,Shared room,400,1,1,362
"2 bed, 2 bath near Ekamai BTS (Ave 61)",Pashmina,Vadhana,13.72574,100.58258,Entire home/apt,1558,30,3,363
102 Comfy Stay in Bangkok Old Town near MRT SamYod,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1500,1,8,313
Deluxe Stay in Old Town near Khao San & MRT SamYod,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,2375,1,8,325
#201 Comfy Stay near Khao San and MRT Sam Yod,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1800,1,8,335
Studio room Ratchada-Rama4 at MRT Queen Sirikit,Joyce,Khlong Toei,13.72257,100.56012,Private room,600,180,1,365
พรรณภัทร เพลส,Pannapat,Chatu Chak,13.83146,100.56816,Private room,711,1,1,168
C&C Condominium,Tuk,Phaya Thai,13.79074,100.55685,Private room,1400,3,1,90
"Luxury 2 BR/2 Bath,3 Mins BTS NANA,GYM,POOL,WIFI",Pree,Khlong Toei,13.73789,100.55586,Entire home/apt,2800,2,1,61
"LIKE HOME  , CLEAN , SAFE & CONVENIENT",Veerachai,Bang Rak,13.72968,100.5184,Shared room,440,1,7,181
"Bangkok best holiday Spacious 3BR, BTS,BRT",Orranart,Bang Rak,13.72466,100.53066,Hotel room,4000,1,10,343
"LIKE HOME  , CLEAN  SAFE AND CONVENIENT",Veerachai,Bang Rak,13.72968,100.5184,Private room,770,1,7,184
1Bedroom Fully furnish Modern decorated,Patitta,Phaya Thai,13.78807,100.55816,Private room,2700,1,1,89
Luxury warmy 2 bedrooms with private boat to BTS,Tanid,Khlong San,13.71021,100.49616,Private room,3900,2,1,88
Cozy room and peaceful,Pavinee,Phra Khanong,13.69441,100.62147,Private room,1150,2,1,89
Wood House- Elephant Room,Sun昇茂,Vadhana,13.72497,100.60448,Private room,950,1,5,356
Thai Style Wood House - Monkey Room,Sun昇茂,Vadhana,13.72524,100.60377,Private room,950,1,5,353
Wood House - Peacock Rooom,Sun昇茂,Vadhana,13.7252,100.6042,Entire home/apt,950,1,5,345
Wood House - Spade,Sun昇茂,Vadhana,13.72526,100.60281,Entire home/apt,1200,1,5,180
Luxury service APT next to MRT W/ WIFI  Pool&Gym,Vk,Bang Sue,13.83092,100.52675,Entire home/apt,818,30,2,87
CBD luxury & beautiful pool view,Ngam,Parthum Wan,13.7489,100.526,Private room,3000,21,1,364
Modern  Apartment Sukhumvit 5 mins to Asoke BTS,Grant Taylor,Vadhana,13.73792,100.56401,Entire home/apt,2379,2,1,2
350 m. away from BTS Bearing/Free WIFI,Wandee,Bang Na,13.65965,100.60714,Private room,1360,2,1,89
Benviar -150sqm Two Bedroom Suite @Chitlom 6pax,Benjamin,Parthum Wan,13.73818,100.54493,Entire home/apt,6543,1,7,322
靠近考山路的青旅，交通便利，可步行去大皇宫。老板是中国人。,天涛,Phra Nakhon,13.76391,100.50193,Entire home/apt,3300,1,2,365
Nice Place  Bangkok-Asoke-Petchburee-Rama9,Rungkan,Suanluang,13.73827,100.60357,Private room,1732,3,1,176
1 bedroom/ BTS Punnawithi,Sanol,Phra Khanong,13.68598,100.60819,Private room,1360,2,1,89
Cozy room nearby BTS Thonglor,Siri,Khlong Toei,13.72286,100.57668,Entire home/apt,1125,90,1,345
"One bed room Suite On Sukhumvit, Free Wifi TukTuk",Navavit,Phra Khanong,13.70088,100.59963,Private room,2000,1,6,90
2 BR In the heart of Bangkok/BTS N7/Wifi,Eurng,Phaya Thai,13.78704,100.55281,Entire home/apt,1250,30,1,326
Liv@5 condominium,Poonam,Vadhana,13.744,100.5554,Entire home/apt,800,1,8,168
103 Comfy Stay in Bangkok Old Town near MRT SamYod,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1500,1,8,149
#204 Comfy Stay Near Grand Palace and MRT SamYod,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1800,1,8,343
202 Comfy Stay in Near Grand Palace and MRT SamYod,Peerapon,Phra Nakhon,13.75168,100.49775,Private room,1800,1,8,342
Deal Up to 40%off!! Comfy Stay in Bangkok Old Town,Peerapon,Phra Nakhon,13.75168,100.49775,Entire home/apt,1800,1,8,321
Beautiful room/ Full furnitures,Kanyupin,Phra Khanong,13.68558,100.60529,Private room,1350,2,1,89
HappyZleepy110_Nana &Asoke BTS/Resort pool/300wifi,Ed,Vadhana,13.74644,100.55706,Entire home/apt,1551,1,33,304
P Residence service apartment,Poonam,Vadhana,13.73695,100.58398,Private room,1100,1,8,163
↙↗Glamorous 1BR↙↗BTS NANA! Great Pool ↙↗,Ludoping,Vadhana,13.74328,100.55463,Hotel room,1870,5,56,150
Grandma's Tim Southernbus Terminal,Suwadee,Taling Chan,13.77837,100.42077,Private room,382,1,1,87
Cozy soi Silom 3 condo. #12 (BTS Saladaeng&MRT),K,Bang Rak,13.7247,100.53028,Entire home/apt,1874,16,89,348
Close to BTS Mo Chit & MRT Jatujak,Joe,Chatu Chak,13.8015,100.56008,Entire home/apt,898,30,1,90
20% off Long Stay Quiet Amenity-Packed WFH Comfort,Sam,Din Daeng,13.77631,100.5594,Private room,700,1,3,349
Family room near Hua Lamphong train station,Bua Noppamas,Bang Rak,13.73269,100.52122,Shared room,1300,1,4,365
Private room near Hua Lamphong train station,Bua Noppamas,Bang Rak,13.73334,100.52149,Private room,700,2,4,358
Lantala Ratchada MRTWarm&Cozy with Starbuck,Lanta,Huai Khwang,13.77122,100.57902,Entire home/apt,1090,15,1,56
1 Bedroom and pool view,Pattanai,Phaya Thai,13.78653,100.54209,Private room,2350,1,1,89
The connect donmuang-songprapa,Kumt,Don Mueang,13.92325,100.57599,Entire home/apt,3000,3,1,181
Middle cozy nice view in Thong Lo!,Ferinn,Vadhana,13.73803,100.58347,Shared room,800,1,3,180
Riverside Flat / river view balcony,Montri,Bang Kho laen,13.703,100.50088,Private room,1050,2,1,363
Private Apartment best location in Bangkok,Nathan,Chatu Chak,13.80617,100.57904,Entire home/apt,650,7,2,312
Urban Living on the Riverfront in a Luxe High-Rise Apartment,June & Pop,Bang Kho laen,13.70513,100.50466,Entire home/apt,2800,28,10,153
2 BR+2Bath+Breakfast/ Bangkok Unique Theme House4,Anne Araya,Phra Khanong,13.69973,100.60773,Private room,2800,1,25,0
U Delight @ Chatujak Station,Sinvisa,Chatu Chak,13.79899,100.55696,Private room,1900,1,1,180
8 Floor near BITEC Bangna & BTS train in Bangkok,Anirut,Bang Na,13.662069,100.612175,Entire home/apt,456,14,2,308
Clean relax safety convenience,K.,Sai Mai,13.89102,100.61326,Private room,450,1,11,365
Luxury  3 bedrooms BTS BRT-11DN,Orranart,Bang Rak,13.72437,100.53062,Entire home/apt,4000,1,10,341
Fully furnished and Near Central ladprao,Nattaya,Chatu Chak,13.82476,100.56706,Private room,1350,1,1,89
All new cozy one bed room condo,Ratchanee,Phra Khanong,13.68586,100.60669,Entire home/apt,850,2,1,91
Nice room and kitchen room,Sujaree,Phaya Thai,13.78497,100.55003,Private room,1350,1,1,89
Mali's Apartment near Pier and BTS Thonglor,Fa,Vadhana,13.74244,100.5772,Private room,561,7,1,75
VERY NICE 2 BED 2 BATH 2 BALCONY ON ASOK BTS /MRT,Yan,Vadhana,13.7428,100.55866,Entire home/apt,2600,1,9,357
Chinese Classic Style Queen Room,Chom,Bang Khen,13.88769,100.60785,Hotel room,1286,1,3,296
Chinese Contemporary Style Twin Bed,Chom,Bang Khen,13.88751,100.60793,Hotel room,1586,1,3,351
"Convenience room in Ekamai12, 3 mins walk to mall",Khwankhaw,Vadhana,13.73001,100.58482,Private room,2665,1,2,180
Big room and City center,Mathurot,Sathon,13.72001,100.53696,Private room,2700,1,1,90
New room/Garden/Fully-furnished,Wanchuri,Bang Kapi,13.79001,100.62818,Private room,2700,1,1,89
high ceiling + big indoor jaccuzi deck 2 bed 3 bth,Yan,Vadhana,13.7401,100.56403,Entire home/apt,4000,15,9,181
Splendid Location near MRT,Serena,Chatu Chak,13.80797,100.56891,Entire home/apt,1455,3,1,364
Condo in Lat Krabang (Bangkok) near Airport,Peter,Lat Krabang,13.72577,100.75464,Entire home/apt,800,30,1,173
"1BR Condo 12th Floor Sukhumvit Bangkok,Udomsuk BTS",Mon,Bang Na,13.67648,100.60896,Entire home/apt,470,180,2,365
Home Mali Hostel at Hua Lamphong Single in Dorm,Bua Noppamas,Bang Rak,13.73385,100.51946,Shared room,350,2,4,361
Thai Traditional Style Queen Room,Chom,Bang Khen,13.88747,100.60791,Hotel room,1286,1,3,356
One Bedroom in Luxury Condo close to BTS,Keiichi,Bang Rak,13.72085,100.52659,Entire home/apt,1732,60,1,91
Cozy Room Free Wi-Fi 400m from Subway,Supa,Bang Na,13.66039,100.60491,Entire home/apt,623,5,1,337
Luxury view near Airport Link on Ramkhamhaeng 60,Sodsaros,Bang Kapi,13.76362,100.64777,Entire home/apt,590,6,1,142
"P Residence Thonglor 23 ,2 bedroom apartmemt",Poonam,Vadhana,13.73839,100.58358,Entire home/apt,1750,1,8,121
P Residence service apartment,Poonam,Vadhana,13.73884,100.58405,Entire home/apt,1200,1,8,170
EveRyDaY SUKHUMVIT 11-13 ASOKE NANA NIGHTLIFE*,EveRyDaY Is A HoLidAy,Vadhana,13.745,100.55924,Entire home/apt,1490,30,6,331
C-Big 2bedroom for 4-5p. 6min walk BTS Sanam Pao,Prin,Phaya Thai,13.7692,100.53912,Entire home/apt,1600,2,4,128
Comfortable room/Full facilities,Praewthong,Ratchathewi,13.75324,100.52864,Private room,2700,1,1,90
Family Suite Bed Room,Petcharee,Vadhana,13.74025,100.55619,Private room,1600,1,2,271
Behind the W Hotel,Megumi,Bang Rak,13.72315,100.52965,Entire home/apt,5000,14,1,364
2 BR + 2 Bath + Breakfast/ Bangkok Concept House 5,Anne Araya,Phra Khanong,13.69973,100.60775,Private room,3000,2,25,55
Cozy soi Silom 3 condo. #11 (BTS Saladaeng&MRT),K,Bang Rak,13.72672,100.53036,Entire home/apt,1874,16,89,356
Private and Nice Room Center of Bangkok SilomSoi 3,Ekkachai,Bang Rak,13.7247,100.5326,Entire home/apt,2057,30,2,155
Sukhumvit 36-38 (Thonglor),Sarintip,Khlong Toei,13.72135,100.57961,Entire home/apt,970,30,2,322
35th amazing city view luxury one bed room,Wilson,Ratchathewi,13.75017,100.55608,Entire home/apt,1743,30,29,137
Newly deco contemporary residence,Aeh Chotima,Dusit,13.77275,100.50414,Entire home/apt,860,6,1,180
pet friendly lovely 2 bed 2 bath top top location!,Yan,Khlong Toei,13.70502,100.59921,Entire home/apt,3500,1,9,364
Beautiful and cozy 1 BR at LPN Raminthra,Mimi,Bang Khen,13.87171,100.60277,Private room,950,2,1,12
Brand new walk-up apartment in Min Buri BKK,Suvisa,Min Buri,13.79443,100.71091,Entire home/apt,700,1,10,363
newly built - for you who new to BKK Short/Long ok,Suvisa,Min Buri,13.79371,100.70922,Entire home/apt,700,1,10,365
1BR newly built near floating market,Suvisa,Saphan Sung,13.79084,100.70994,Entire home/apt,700,1,10,365
"Newly build, quite place and safety for family",Suvisa,Min Buri,13.79406,100.71117,Entire home/apt,1450,1,10,365
New 1BR long or short term stay near airport,Suvisa,Min Buri,13.79302,100.71122,Entire home/apt,1500,1,10,365
Studio newly built near Suwannabhum Airport,Suvisa,Min Buri,13.79224,100.71059,Entire home/apt,700,1,10,365
1Br/Sathorn-BangRak/BTS/HighFl/WiFi,Piya,Sathon,13.71736,100.51751,Entire home/apt,1835,365,8,89
New comfy studio near restaurants & grocery store,Suvisa,Min Buri,13.79447,100.70943,Entire home/apt,700,1,10,365
new studio 15mins to Suwannabhum airport,Suvisa,Min Buri,13.79295,100.7109,Entire home/apt,700,1,10,365
Accom Apartment,Parin,Lak Si,13.87109,100.55573,Private room,550,2,2,365
Accom Apartment (Single Room),Parin,Lak Si,13.86941,100.55551,Private room,550,2,2,90
"Brand new condo, 5 min to BTS Udomsuk, pool & gym",Cindy,Bang Na,13.67557,100.6092,Entire home/apt,800,7,18,30
Cozy 1 bedroom apartment Bangkok - BTS Bangna,Dusadi,Bang Na,13.66451,100.60505,Private room,533,6,2,0
"1 bedroom, 1 bathroom, fully furnished",Phojai,Bangkok Noi,13.78458,100.47089,Private room,2670,1,1,89
Fullhouse 2 storey home (BTS&MRT Silom),K,Bang Rak,13.72579,100.53207,Entire home/apt,3888,1,89,169
Duplex Private HiSpeed Internet75/30MB @Prakanong,Kusalin,Vadhana,13.715243339538574,100.5919952392578,Entire home/apt,1983,2,6,0
曼谷MRT汇狂地铁站1号出口5分钟 超值华人必住民宿 象鼻财神 建兴酒家 代购一条街 自由行首选7,Taosiam,Huai Khwang,13.77885,100.57717,Private room,680,1,34,102
LIKE HOME,Veerachai,Bang Rak,13.72991,100.5182,Hotel room,1556,1,7,169
Cosy house near Bangkok,Claude,Min Buri,13.77753,100.7254,Entire home/apt,15000,1,1,364
Cozy room near Donmuang DMK Airport,Erng,Bang Khen,13.87653,100.59395,Private room,743,1,1,54
Parkland Srinakarin Sukumvit105 (1year minimum),Aom,Bang Na,13.65538,100.64554,Private room,500,365,1,365
Dusit Garden,Puangratana,Dusit,13.78802,100.51882,Private room,1440,1,1,180
1-bedroom in Luxury Condominium For Rent,Jib,Parthum Wan,13.73666,100.52116,Private room,1200,60,1,0
The Alcove Thonglor Soi10,Mikayla,Vadhana,13.7383,100.58845,Private room,1100,30,1,325
House near Safari World,Peeraya,Khlong Sam Wa,13.86591,100.71292,Entire home/apt,1200,14,7,179
Entire STUDIO Room near BTS nana/Asoke (free-wifi),Nach,Vadhana,13.74108,100.55829,Entire home/apt,1200,7,1,288
NK House @ Don Muang,Kedsarin,Lak Si,13.89789,100.57949,Private room,2500,1,1,119
Wandering Room by 6days7nightsbkk @BTS ratchadhewi,Jah And Bros,Ratchathewi,13.75069,100.52814,Private room,578,1,6,82
Just 600 meters to BTS On-Nut with Bkk city view,Dana,Suanluang,13.7121,100.60516,Entire home/apt,880,11,3,277
Comfortable room and Italian garden,Volak,Chatu Chak,13.8296,100.57068,Private room,2700,1,1,89
Near sky train/swimming pool/gym,Amornsak,Wang Thong Lang,13.77357,100.5967,Private room,1350,1,1,89
"Sathon, Pool, BTS, Ratchapruk, City Center 1BR",Manenatta,Thon buri,13.71428,100.48084,Entire home/apt,524,180,3,362
Private room/Garden view and swimming pool,Apichaya,Bang Sue,13.8297,100.52874,Private room,2700,1,1,89
Peaceful Poolside Villa Guest Suite,Jenjira,Suanluang,13.71737,100.61877,Entire home/apt,4007,2,3,30
Near MRT RAMA9 (80m or one minute walking),Sutida,Huai Khwang,13.75503,100.56649,Private room,2630,1,1,90
DOOR STEP TO BTS ASOK. COZY 2 BEDROOM SUITES,LuxurySuitesAsia,Khlong Toei,13.73731,100.5591,Entire home/apt,4820,2,14,348
IMPD Hostel-1min walk to Sky train,Impd Hostel,Khlong San,13.72103,100.49545,Private room,900,1,2,362
Cozy room near skytrain and Fully furnished,Siwaporn,Chatu Chak,13.84042,100.58046,Private room,2700,1,1,89
"Cozy apartment, Saphan Taksin BTS & Boat pier",Ted,Sathon,13.71401,100.51429,Entire home/apt,800,3,1,163
Clean room/Swimming pool/Fitness,Archari,Chatu Chak,13.81858,100.56411,Private room,2700,1,1,89
Cozy room/SkyFitness/Fully furnished,Chulee,Phaya Thai,13.78201,100.54523,Private room,2700,1,1,89
"Conveniently located, Private room, Relax.",Leena,Khlong San,13.71979,100.50359,Private room,1000,90,1,180
"Comfy, New Room, 3 mins to BTS, Wifi,Pool,Gym",Amy,Chom Thong,13.71372,100.46763,Entire home/apt,831,5,10,125
DD Place,Natthakrit,Don Mueang,13.928,100.58768,Entire home/apt,650,1,2,180
Large modern apartment in Central Bangkok,Thaweewat,Huai Khwang,13.74964,100.56749,Entire home/apt,3082,30,1,178
Bangkok 1BR BTS City View Ratchada Chatuchak,Manenatta,Bang Sue,13.82766,100.5269,Entire home/apt,541,180,3,267
Blue bliss by 6days7nights@BTS Ratchathewi,Jah And Bros,Ratchathewi,13.75268,100.52752,Private room,670,1,6,79
Feel Like Home Condominium#1,R,Phaya Thai,13.78915,100.55174,Entire home/apt,900,30,13,242
Bangkok Apartment in Sukhumvit 71 Pridi Banomyong,Jetrin,Vadhana,13.72223,100.59927,Entire home/apt,1000,90,1,365
"有两间卧室三个床位,大卧室为两人间,小卧室双人间",老,Din Daeng,13.7853,100.5724,Private room,1732,1,1,365
曼谷(MRT)匯狂地鐵站1號出口5分鐘 超值華人必住民宿 象鼻財神 建興酒家 代購一條街 自由行首選,Taosiam,Huai Khwang,13.77871,100.57606,Private room,650,1,34,102
Top location Large luxury One bedroom Apt. 6-2,Gerd,Vadhana,13.73785,100.56028,Entire home/apt,1633,3,3,113
PA Tower,Naungruthai,Bang Khen,13.88584,100.60356,Private room,550,1,1,365
THE LIGHT CONDOMINIUM,Waralee,Chatu Chak,13.8117,100.56446,Private room,1000,2,1,364
Private 6Bedrms 4Bathrms Bangkok City CozyHomeWiFi,Alex,Vadhana,13.73045,100.59704,Entire home/apt,3134,2,36,349
Superior Resort-like Condo in BKK中文服务,Rebecca,Huai Khwang,13.76044,100.56944,Entire home/apt,2239,30,21,342
84sqm private room fully teakfur,Suphacharn,Vadhana,13.72949,100.59013,Entire home/apt,1500,180,1,365
Life Condo @ Phahon-Ari,Ronnasak,Phaya Thai,13.78908,100.54908,Private room,1829,2,1,173
Sunlit Deluxe Studio with Queen bed & A/C (4/5),Frank,Sathon,13.7054,100.52651,Entire home/apt,690,2,1,117
Zee Thai Hostel Khaosan:Private Room Double bed 10,Zee Thai,Phra Nakhon,13.76435,100.50236,Private room,529,1,18,0
T5 - Modern Apartment! Green Space! Wifi!,Sara,Huai Khwang,13.75638,100.57379,Entire home/apt,1500,5,22,12
"New,Luxury.Asok,Nana.“Home-Sweet-Home”Sukhumvit 13",Steve,Ratchathewi,13.74871,100.55767,Entire home/apt,10000,30,1,181
340m (BTS Ari) Full Faci.+Peace&Private+New,Koko,Phaya Thai,13.77754,100.54172,Entire home/apt,620,21,2,257
"Convenience CondoNear Ekamai BTS, Mall,Cafe, Bar",Khwankhaw,Vadhana,13.72958,100.58717,Private room,2665,2,2,179
Nakhonluang town house,Dome,Bangkok Noi,13.75259,100.46735,Private room,484,2,1,271
Warm & Design 1BR Apt Sukhumvit BTS,มาลี,Phra Khanong,13.69523,100.60116,Entire home/apt,800,15,2,290
I House Rama9-Ekamai Condo,Ph.D Garfield,Huai Khwang,13.75342,100.5893,Private room,2000,1,1,179
"Private house in old town, 5min walk to Khoasan rd",Tongpong,Phra Nakhon,13.75917,100.50276,Entire home/apt,2850,2,5,297
Vertiq Samyan,Rewadee,Bang Rak,13.73306,100.52404,Private room,2970,20,1,179
A Hidden Gem in Central Bangkok the New CBD.,Preecha,Din Daeng,13.75869,100.56365,Entire home/apt,1111,10,1,84
"1 Bed room, BTS Phrom Phong,Luxury Condo",Nui,Khlong Toei,13.72375,100.56497,Private room,1177,30,1,339
Big room! closed to Nana BTS special price,Nattaya,Khlong Toei,13.73812,100.55202,Entire home/apt,1350,1,7,258
Bangkok  Luxury Condo TopView wifi  MRT LatPhrao,Kate,Chatu Chak,13.80594,100.57272,Entire home/apt,1100,90,4,336
↙↗Glamorous 1BR ★ BTS NANA! ★ Great Pool ↙↗,Ludoping,Vadhana,13.74218,100.55424,Entire home/apt,1870,2,56,151
1 Bedroom /Pool view /Full furnished,Chotaya,Bang Sue,13.83161,100.53348,Private room,2700,1,1,89
"Private 2BR near Huaykwang, wifi, WFH friendly",Vitanya,Huai Khwang,13.77147,100.57393,Entire home/apt,1259,20,1,134
Comfortable room/Sky Lounge/Roof Garden,Malita,Chatu Chak,13.82966,100.56228,Private room,2700,1,1,89
72/3 Bangrak studio 1,Sutatt,Bang Rak,13.72262,100.51635,Private room,599,2,4,278
2BR/wifi/1 min to BTS On nut/提供中文服务,Jeff,Khlong Toei,13.70396,100.59967,Entire home/apt,1800,1,1,0
"Free wifi, Close to transportation",Tanawan,Khlong Toei,13.73458,100.56075,Private room,2000,1,1,365
